id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
46294613,2 Bedroom Wyndham Grand Desert,373638863,Kourtney,,Unincorporated Areas,36.10647,-115.16181,Entire home/apt,179,3,0,,,3,76
46294985,Spacious Vegas Condo with a  open roof view,321729253,Lizz,,Unincorporated Areas,36.11411296521992,-115.12344244899667,Entire home/apt,106,3,0,,,2,355
46295326,"Modern Spanish Villa w/ Pool, Close to Everything",45039777,Derek,,Unincorporated Areas,36.11235,-115.13225,Entire home/apt,740,3,11,2021-04-02,2.13,1,324
46295531,2100 SqFt Penthouse Suite W/ Strip Views! POOL GYM,125383819,Vladislav,,Unincorporated Areas,36.11333,-115.16323,Entire home/apt,176,1,16,2021-04-01,4.10,4,0
46301991,Cozy Private Studio/Guest House. Close to Dwtn.,374818169,Dev And Lise,,City of Las Vegas,36.19396,-115.15269,Entire home/apt,76,1,47,2021-04-06,8.81,1,343
46303841,Great Location Right Near The Strip!!!,146615538,Michyko,,Unincorporated Areas,36.11284,-115.14388,Private room,75,2,0,,,1,112
46305129,Kash place,336471759,Kelly,,City of Las Vegas,36.20982,-115.2445,Entire home/apt,120,2,1,2020-12-24,0.25,1,179
46308385,"Cozy guest room, 12 min away from strip.",357538661,Gabby & Ivan,,City of Las Vegas,36.20212,-115.15446,Private room,35,1,21,2021-04-17,3.80,3,85
46309515,Cozy Hollywood view,213865529,Antoniesha,,Unincorporated Areas,36.12513,-115.02847,Entire home/apt,200,2,4,2021-04-20,3.64,1,21
46316633,Cozy spacious room with private bathroom,370961137,Frank,,Unincorporated Areas,36.14611,-115.0407,Private room,40,1,3,2021-03-31,0.93,3,233
46319304,Cozy clean and spacious room in Vegas.,86915063,Frank,,Unincorporated Areas,36.14607,-115.04067,Private room,40,1,3,2021-03-03,0.63,1,98
46321798,No Hassle Accommodations & Friendly Host,88787434,,,Nellis AFB,36.24132,-115.06949,Private room,25,2,0,,,1,0
46327154,Presidential Reserve 2 Bedroom * Desert Blue Vegas,234194182,,,Unincorporated Areas,36.12255,-115.18396,Entire home/apt,399,3,2,2021-04-04,1.11,19,0
46327436,Old henderson with strip view,196736486,Dollianne,,City of Henderson,36.04898,-114.97026,Private room,35,30,0,,,1,90
46328109,1 BR Presidential Condo Spoil Yourself ! Las Vegas,214479881,Kourtney,,Unincorporated Areas,36.12338,-115.18444,Entire home/apt,154,4,0,,,14,0
46328624,2BD Entire Villa in Las Vegas near The Strip,333372682,Massiel,,Unincorporated Areas,36.09701,-115.21012,Entire home/apt,151,1,6,2021-04-16,1.23,1,50
46331005,Stay Together Suites on The Strip - 5 Comfy BEDS!!,220599292,Lucas,,Unincorporated Areas,36.11096,-115.17272,Entire home/apt,162,2,6,2021-04-05,1.50,14,318
46333679,"Comfy & cozy guest room, 12 min away from strip.",357538661,Gabby & Ivan,,City of Las Vegas,36.20163,-115.15397,Private room,37,1,13,2021-04-15,2.64,3,81
46335562,Crash Pad right next to Airport/Strip,300802038,Kacey,,Unincorporated Areas,36.09096,-115.14103,Entire home/apt,123,1,57,2021-04-18,11.32,2,108
46341265,Convenient Home 3,374069381,,,Unincorporated Areas,36.08479,-115.24307,Private room,28,5,1,2021-01-19,0.32,23,342
46352547,Comfortable and cozy atmosphere,9039885,Daniel,,Unincorporated Areas,36.03136,-115.20335,Private room,70,1,7,2021-04-18,1.71,1,178
46355920,1 Bedroom in new residential area,468388,Christian,,Unincorporated Areas,36.03124,-115.28689,Private room,50,30,0,,,1,364
46357958,Vegas Suite - Dec27th to Jan3,375197479,Carlos,,Unincorporated Areas,36.00867,-115.17525,Entire home/apt,125,7,0,,,1,0
46358169,"NEW! Home w/Pool Table, 3 Miles to Las Vegas Strip",126631487,Evolve Vacation Rental,,City of Las Vegas,36.14911,-115.17257,Entire home/apt,413,3,0,,,1,214
46358713,free coffe! free fees! 10 min to strip! welcome!R5,367536865,Oliver,,Unincorporated Areas,36.09669,-115.103,Private room,49,1,17,2021-04-13,3.42,3,365
46359264,Classic Las Vegas,372117170,Henry,,Unincorporated Areas,36.11304,-115.15183,Entire home/apt,100,1,1,2020-11-22,0.20,1,85
46363110,8Master Room with Private Bathroom-Safe/Clean,366031145,Yonghong,,Unincorporated Areas,36.11357,-115.27248,Private room,45,2,0,,,13,311
46370948,Convenient Home 4,374069381,,,Unincorporated Areas,36.08599,-115.24406,Private room,28,15,1,2020-12-20,0.24,23,327
46373359,Charming and private studio close to Summerlin.,375296223,Libian,,City of Las Vegas,36.18358,-115.25559,Entire home/apt,71,1,45,2021-04-21,9.78,1,282
46374626,Tahiti Village deluxe Morea unit,332370733,Bella,,Unincorporated Areas,36.05937,-115.17236,Entire home/apt,75,7,0,,,23,362
46374953,An Oasis in the Middle of Vegas,210025801,Nick,,Unincorporated Areas,36.11767,-115.16428,Private room,325,3,1,2021-03-21,0.91,1,256
46376925,1 BR Deluxe @ Wyndham Desert Blue in Vegas!,214479881,Kourtney,,Unincorporated Areas,36.12113,-115.18274,Entire home/apt,225,4,0,,,14,0
46377298,1 BR @ Wyndham Desert Blue in Las Vegas!,214479881,Kourtney,,Unincorporated Areas,36.12343,-115.18271,Entire home/apt,164,4,0,,,14,0
46377378,Z42 Signature MGM Studio Monthly | Pool | Gym,18273973,Alex,,Unincorporated Areas,36.10618,-115.16598,Entire home/apt,107,28,1,2021-03-31,1,228,48
46378292,Luxurious 1BR Suite Desert Blue Resort!,104401000,Maxx,,Unincorporated Areas,36.12348,-115.1826,Entire home/apt,435,2,1,2020-12-14,0.23,6,88
46378680,Gorgeous 1BR Presidential Desert Blue Resort!,104401000,Maxx,,Unincorporated Areas,36.12266,-115.18413,Entire home/apt,638,2,0,,,6,88
46383507,Convenient Room 9,374069381,,,Unincorporated Areas,36.08319,-115.24627,Private room,27,5,1,2021-01-06,0.28,23,363
46391962,"Open, Bright, 3BR House Convenient SW Location",28069570,Ryan,,Unincorporated Areas,36.06871,-115.3061,Entire home/apt,129,28,3,2021-03-01,0.74,1,110
46392679,Your Las Vegas Home Away From Home !!,144986498,Dean,,Unincorporated Areas,36.05802,-115.17148,Private room,160,5,0,,,3,6
46394318,Cozy  & Spacious 4b/2.4b home 8.5 miles to Strip!,207157231,Max,,Unincorporated Areas,35.97836,-115.15717,Entire home/apt,236,2,12,2021-04-08,2.42,13,134
46395327,Cozy 4b/2.5b house 8 miles to strip and airport!!!,207157231,Max,,Unincorporated Areas,36.05457,-115.2402,Entire home/apt,227,2,8,2021-04-21,5.85,13,112
46396046,"Comfy & 8.8 miles to strip, 4b/3b, 1b/b downstairs",207157231,Max,,Unincorporated Areas,35.99984,-115.18395,Entire home/apt,240,2,9,2021-04-19,2.06,13,98
46396079,Amazing Full House Located by Strip/Fremont St Exp,50948688,Monique,,City of North Las Vegas,36.20636,-115.14415,Entire home/apt,121,1,27,2021-04-11,5.47,3,63
46397496,2 Spare Bedrooms in Shared Space,374209064,Braxton,,Unincorporated Areas,36.08636,-115.21398,Private room,50,1,0,,,1,98
46397810,"Homey & pretty 4b/2.5b, 7 miles to strip & airport",207157231,Max,,Unincorporated Areas,36.03806,-115.24306,Entire home/apt,217,2,10,2021-04-17,1.95,13,94
46398219,"Private Room w/ AC, WiFi, Washer & Dryer!",375447468,Donnell,,City of Las Vegas,36.29096,-115.28294,Private room,45,1,20,2021-04-10,3.85,1,24
46399933,*ON THE STRIP......Just about!!!,375457078,Ceo Suites,,Unincorporated Areas,36.11293,-115.16364,Entire home/apt,121,3,0,,,1,341
46400381,Comfy 4b/2.5b house 8.5 miles to strip and airport,207157231,Max,,Unincorporated Areas,35.97728,-115.15744,Entire home/apt,253,2,13,2021-04-18,2.65,13,111
46400781,Modern 1BR Grand Desert Las Vegas,371942068,Joy,,Unincorporated Areas,36.10752,-115.16052,Entire home/apt,169,3,0,,,3,0
46401662,Convenient Room 8,374069381,,,Unincorporated Areas,36.08741,-115.25717,Private room,27,5,2,2021-02-07,0.40,23,339
46401819,Convenient Room 5,374069381,,,Unincorporated Areas,36.08444,-115.24278,Private room,27,5,3,2021-01-11,0.71,23,364
46403354,Luxury Burgundy Queen Bed in the Heart of LV,68630349,Zizel,,City of Las Vegas,36.14988,-115.12804,Private room,35,1,4,2021-02-26,0.76,13,80
46409569,2bd/2ba Las Vegas Condo,84331621,Esperanza,,Unincorporated Areas,36.1066,-115.16107,Entire home/apt,149,1,1,2021-01-03,0.27,1,1
46413508,*2 Bedroom DELUXE @ Wyndham Grand Desert Las Vegas,234194182,,,Unincorporated Areas,36.10819,-115.16098,Entire home/apt,199,3,0,,,19,78
46416727,Monthly Rent ★Vegas★ near the Strip/Airport,351069196,Vacation,,Unincorporated Areas,36.12004,-115.15445,Entire home/apt,48,31,0,,,2,334
46418619,S. LV Home w/Spa & BBQ- S. LV Strip/S. I-215Hwy,146799634,Desert Escape Residences,,Unincorporated Areas,36.06372,-115.22349,Entire home/apt,295,1,5,2021-04-16,1.24,16,356
46418707,**ON THE STRIP......Just about!!!,375575678,OC3 Suites,,Unincorporated Areas,36.1156,-115.16421,Entire home/apt,121,3,1,2021-01-03,0.27,1,328
46419185,"Gorgeous Condo Desert Rose, Las Vegas",371942068,Joy,,Unincorporated Areas,36.09914,-115.1686,Entire home/apt,149,3,2,2021-03-28,0.88,3,87
46419254,A nice experience,362811300,Jim,,City of Henderson,36.02392,-115.02934,Entire home/apt,120,30,0,,,1,0
46423360,②LasVegas.familyhotel.save money.Singleman. Simple,369271685,Welcome To Las Vegas. I'M Nini,,City of Las Vegas,36.16218,-115.23264,Shared room,20,30,1,2020-11-29,0.21,12,356
46423471,②LasVegas.familyhotel.save money.Singleman. Simple,369271685,Welcome To Las Vegas. I'M Nini,,City of Las Vegas,36.16213,-115.23208,Shared room,20,30,1,2020-11-25,0.20,12,356
46427737,"Heavenly 4 bedroom, walk to shopping & downtown!!",70806202,Janie,,City of Henderson,36.03947,-114.98638,Entire home/apt,258,2,14,2021-04-18,2.92,24,351
46430864,MODERN FASHION DESIGNER DREAM Las Vegas,22429903,Martin,,Unincorporated Areas,36.12175,-115.15662,Entire home/apt,243,7,2,2021-04-03,0.40,2,148
46431099,Relaxing Get away w/Spa-near Casino Strip airport,40638292,Mingde,,Unincorporated Areas,36.02462,-115.10862,Entire home/apt,243,31,8,2021-01-25,1.66,3,343
46433856,Tahiti Village Morea unit deluxe,332370733,Bella,,Unincorporated Areas,36.05901,-115.17255,Entire home/apt,80,7,0,,,23,362
46448296,Gorgeous Las Vegas home with RV parking,340116132,Anthony,,City of North Las Vegas,36.22565,-115.18074,Entire home/apt,211,1,37,2021-04-17,7.30,1,320
46452353,②LasVegas.familyhotel.save money.Singleman. Simple,369271685,Welcome To Las Vegas. I'M Nini,,City of Las Vegas,36.16348,-115.23197,Shared room,20,30,3,2021-03-01,0.78,12,356
46452668,ComfyCozy.  A few minutes from Strip and Stadium,35597629,Angela,,Unincorporated Areas,36.11085,-115.22253,Entire home/apt,110,3,3,2021-02-27,0.62,1,50
46455223,Grandview in Las Vegas-February 2021,33314168,,,Unincorporated Areas,36.00843,-115.17494,Entire home/apt,150,7,0,,,1,0
46455442,Lonesome Palm Ranch,373190114,,,City of Las Vegas,36.1538,-115.13299,Private room,114,1,0,,,1,179
46455702,"Quiet, comfy private bedroom near the Strip #2",986446,Joseph,,Unincorporated Areas,36.05575,-115.2326,Private room,43,2,11,2021-04-20,2.23,3,356
46456044,Spacious suite w/ private living room - 650 sq/ft!,986446,Joseph,,Unincorporated Areas,36.05662,-115.23304,Private room,87,2,3,2021-01-22,0.65,3,356
46462113,Convenient Room 6,374069381,,,Unincorporated Areas,36.08648,-115.24295,Private room,27,5,2,2021-01-03,0.43,23,326
46464985,A24H1 Studio | Stunning View | Pool | Parking,18273973,Alex,,Unincorporated Areas,36.10568,-115.16797,Entire home/apt,126,2,16,2021-03-16,3.53,228,42
46465235,Luxury Tesla & Private Room,375877186,Erica,,Unincorporated Areas,36.00599,-115.22145,Private room,8500,1,0,,,1,365
46466067,Amazing 3 bedroom with Pool!,50321640,Ron,,City of Las Vegas,36.14107,-115.20139,Entire home/apt,237,2,17,2021-04-19,3.83,7,15
46466128,C10S3 MGM Signature Suite Strip View w/ Balcony,18273973,Alex,,Unincorporated Areas,36.10482,-115.16723,Entire home/apt,128,2,10,2021-04-04,2.34,228,89
46466554,Z45b Signature at MGM 1BD/2BA Monthly,18273973,Alex,,Unincorporated Areas,36.10564,-115.16715,Entire home/apt,115,28,1,2021-03-07,0.65,228,42
46466556,C6N3 MGM Signature Suite Strip View w/ Balcony,18273973,Alex,,Unincorporated Areas,36.10526,-115.16751,Entire home/apt,122,2,16,2021-04-03,3.29,228,86
46466882,C35P1 Studio | PH Floor | StripView w/ Balcony,18273973,Alex,,Unincorporated Areas,36.1058,-115.16772,Entire home/apt,128,2,13,2021-03-02,2.98,228,55
46466916,★New★ MGM Studio Suite | Pool views No resort fee,375197801,Hope,,Unincorporated Areas,36.10509,-115.16633,Entire home/apt,120,1,17,2021-04-02,3.36,3,76
46467005,②LasVegas.familyhotel.save money.Singleman. Simple,369271685,Welcome To Las Vegas. I'M Nini,,City of Las Vegas,36.16171,-115.23209,Shared room,20,30,7,2021-03-01,1.37,12,357
46468009,F6K2 One-Bedroom | StripView | Pool | Balcony,18273973,Alex,,Unincorporated Areas,36.10498,-115.16586,Entire home/apt,132,2,9,2021-04-14,2.20,228,67
46468281,PRIVATE POOL HOME WITHIN 5min TO THE STRIP,176985738,Yanet,,City of Henderson,36.05175,-115.10833,Entire home/apt,140,30,1,2021-04-10,1,1,241
46468359,F4K3 One-Bedroom | Strip View | Pool | Balcony,18273973,Alex,,Unincorporated Areas,36.10711,-115.16586,Entire home/apt,132,2,14,2021-03-01,3.28,228,57
46468501,E23A3 One- Bedroom | Pool | Balcony | View,18273973,Alex,,Unincorporated Areas,36.10688,-115.16787,Entire home/apt,138,2,14,2021-04-16,3.26,228,56
46468656,Z43i MGM Signature Studio Suite Monthly,18273973,Alex,,Unincorporated Areas,36.10501,-115.16605,Entire home/apt,110,28,0,,,228,99
46468660,E32V3 1BD/2BA PH Floor | Extended Balcony,18273973,Alex,,Unincorporated Areas,36.10688,-115.16617,Entire home/apt,122,2,20,2021-04-03,4.62,228,60
46468986,G35TS1 2BD JR Suite | StripView/Balcony | Sleeps 8,18273973,Alex,,Unincorporated Areas,36.10526,-115.16625,Entire home/apt,288,2,15,2021-04-11,3.04,228,81
46469492,"The EDC Getaway, Up to 4 guests, Super Close 2 EDC",22569090,Scott,,City of North Las Vegas,36.26386,-115.10829,Private room,899,28,0,,,3,0
46469506,H32AB3 PH 2BD/3BA w/Balcony| Pool | View,18273973,Alex,,Unincorporated Areas,36.10576,-115.16646,Entire home/apt,202,2,15,2021-04-04,3.52,228,71
46470009,Luxury Diamond Space,375909085,Ynalbis,,Unincorporated Areas,36.16048,-115.05414,Entire home/apt,46,2,13,2021-03-29,2.55,1,147
46471798,Convenient Room 7,374069381,,,Unincorporated Areas,36.08657,-115.24453,Private room,27,5,5,2021-02-20,1.00,23,363
46473405,Sparkling studio close to the strip,227110445,Elizabeth,,Unincorporated Areas,36.13565,-115.21503,Entire home/apt,66,2,11,2021-04-05,2.26,1,160
46474319,Cliff’s at Peace Canyon,363399796,Hammond,,Unincorporated Areas,36.106,-115.30517,Private room,250,2,0,,,1,363
46475187,Delightful 3 Bdr close to Summerlin!,31745620,Jay,,City of Las Vegas,36.20083,-115.23851,Entire home/apt,139,4,4,2021-04-02,0.83,12,71
46484374,Spacious Gem with fireplace | Ideal for Long Stays,148850724,Sid,,Unincorporated Areas,36.11248,-115.20673,Entire home/apt,83,90,4,2020-12-24,0.85,2,345
46485731,Chinatown area Las Vegas strip,127069901,ChenLong,,Unincorporated Areas,36.1252,-115.20048,Entire home/apt,79,2,15,2021-04-17,3.02,1,76
46487203,1 Bedroom Suite @ Wyndham Desert Rose Las Vegas,234194182,,,Unincorporated Areas,36.09803,-115.168,Entire home/apt,149,3,0,,,19,87
46488167,"Classic and Modern, Ideal  for Escapade!!",35712787,Ami,,Unincorporated Areas,36.05435,-115.2191,Entire home/apt,233,1,13,2021-04-12,3.22,14,89
46491339,Rancho Viejo Condo minutes from strip.,53299222,Coreen,,Unincorporated Areas,36.11268,-115.26436,Entire home/apt,250,31,5,2021-03-31,1.09,1,4
46492265,🔥Sweet 1B1B🔥50in TV W/ PS4 | Hot Tub | Near Strip,58532118,Jerry,,Unincorporated Areas,36.05632,-115.19985,Entire home/apt,145,1,9,2021-02-15,2.90,6,0
46494462,"""Fiesta, Gorgeous Condo 4 miles from the strip",248098303,Taleesia,,Unincorporated Areas,36.00955,-115.17558,Entire home/apt,169,7,0,,,1,0
46494712,50% OFF Heated Pool & Spa Home,247448082,Anthony,,City of Las Vegas,36.1449,-115.26062,Entire home/apt,325,3,12,2021-04-10,3.46,6,330
46497018,TRAVEL NURSES/EXTENDED STAY 2 BEDROOM CONDO,262294815,Clayton,,City of Las Vegas,36.14834,-115.20379,Entire home/apt,75,30,4,2021-01-10,0.95,1,63
46504361,Lighthouse Loft Mariner's Lookout,53232171,Joel,,Unincorporated Areas,36.04714,-115.1396,Private room,33,2,18,2021-04-14,3.88,3,340
46504684,Cruise Ship Captain's Quarters,53232171,Joel,,Unincorporated Areas,36.04608,-115.13748,Private room,33,2,31,2021-04-18,6.69,3,1
46507903,1 BR @ Wyndham Grand Desert in Vegas!,214479881,Kourtney,,Unincorporated Areas,36.108,-115.16272,Entire home/apt,504,4,0,,,14,224
46508263,2 BR @ Wyndham Grand Desert in Las Vegas!,214479881,Kourtney,,Unincorporated Areas,36.10622,-115.1608,Entire home/apt,599,4,0,,,14,254
46508711,3 BR @ Wyndham Grand Desert in Vegas!,214479881,Kourtney,,Unincorporated Areas,36.10609,-115.16039,Entire home/apt,656,4,0,,,14,223
46508801,✵New✵ MGM Deluxe Suite | Golf views no resort fee,375197801,Hope,,Unincorporated Areas,36.10643,-115.16732,Entire home/apt,116,1,19,2021-04-04,4.25,3,63
46509027,Good Deal  Room 1,374069381,,,Unincorporated Areas,36.08469,-115.24679,Private room,28,5,1,2020-12-07,0.22,23,335
46509452,✪New✪ Signature@MGM Studio Tower 1 No resort fee,375197801,Hope,,Unincorporated Areas,36.10664,-115.16638,Entire home/apt,120,1,10,2021-04-05,2.61,3,62
46509460,Vegas steps away from the Strip,75827202,Kelly,,Unincorporated Areas,36.09718,-115.16803,Entire home/apt,115,2,32,2021-04-18,6.27,13,18
46510310,Modern Bed & Bathroom- Perfect for Long Term Stays,345131125,Mary,,City of North Las Vegas,36.28021,-115.11455,Private room,26,31,2,2021-03-31,0.74,3,0
46511723,MGM Signature - 33-805,24374183,Northwoods,,Unincorporated Areas,36.10716,-115.166,Entire home/apt,78,1,28,2021-04-15,7.37,19,127
46511934,Golden Treasure,373206196,Christina,,Unincorporated Areas,36.12466,-115.17579,Entire home/apt,66,1,38,2021-04-06,7.76,1,46
46512176,MGM Signature - 33-709,24374183,Northwoods,,Unincorporated Areas,36.10657,-115.16539,Entire home/apt,78,1,25,2021-04-17,6.41,19,126
46513166,Village Villa with B-ball/Game Room/Hot Tub/Heated Pool/Guest House,375178485,Vacation Rental,,Unincorporated Areas,36.13612,-115.24252,Entire home/apt,1086,3,5,2021-04-11,1.32,2,107
46515919,ZZ 2BD/2BA Located on the Golf Course|Tennis| Pool,18273973,Alex,,Unincorporated Areas,36.09999,-115.25,Entire home/apt,120,28,2,2021-03-14,0.53,228,48
46520528,#72 Luxurious 4BR Corner House 8 Min to Strip,308732412,Amy,,Unincorporated Areas,36.06085,-115.23195,Entire home/apt,399,1,9,2021-04-02,2.05,3,41
46526660,VEGAS Condo 1.5 blocks from strip,75827202,Kelly,,Unincorporated Areas,36.09852,-115.16626,Entire home/apt,115,2,27,2021-04-07,5.51,13,23
46527265,★Glam Moroccan Retreat★ *CLEAN *FUN *SPACIOUS HOME,297980764,Rose,,Unincorporated Areas,36.10074,-115.10097,Entire home/apt,463,3,1,2021-01-02,0.27,1,0
46528062,B23P2 MGM STUDIO SUITE W/STRIP VIEW,18273973,Alex,,Unincorporated Areas,36.10558,-115.16705,Entire home/apt,116,2,17,2021-04-15,3.78,228,77
46529805,Elegant Luxury apt in Summerlin with Mountain View,226564640,Adriana,,Unincorporated Areas,36.11447,-115.31404,Entire home/apt,150,2,5,2021-03-28,1.29,2,50
46530702,A37B2 MGM Signature Studio Suite,18273973,Alex,,Unincorporated Areas,36.10647,-115.16563,Entire home/apt,112,2,3,2020-12-27,0.64,228,72
46530887,C26M3 MGM Signature Suite Strip View w/ Balcony,18273973,Alex,,Unincorporated Areas,36.10626,-115.16578,Entire home/apt,128,2,6,2021-02-06,1.34,228,76
46531176,C10M2  MGM Signature Suite Strip View w/ Balcony,18273973,Alex,,Unincorporated Areas,36.10535,-115.16586,Entire home/apt,125,2,13,2021-02-21,3.00,228,0
46531267,C30M2 MGM Signature Suite Strip View w/ Balcony,18273973,Alex,,Unincorporated Areas,36.10713,-115.16637,Entire home/apt,128,2,16,2021-04-13,3.78,228,70
46531748,C38T2 Premium PH Floor Studio| Balcony | StripView,18273973,Alex,,Unincorporated Areas,36.10548,-115.16779,Entire home/apt,122,2,18,2021-04-16,3.91,228,59
46532388,Wendys home,376325144,Barbara,,City of North Las Vegas,36.20568,-115.14279,Private room,80,1,0,,,3,348
46534115,C34S1  MGM Signature | Balcony | Kitchen | Gym,18273973,Alex,,Unincorporated Areas,36.10648,-115.16747,Entire home/apt,125,2,9,2021-04-21,2.23,228,55
46534253,C25N1 MGM Signature Suite strip view w/ Balcony,18273973,Alex,,Unincorporated Areas,36.10695,-115.16599,Entire home/apt,128,2,9,2021-03-19,2.09,228,72
46534561,Great 3 bedroom house close to Vegas Strip,16954843,Realtors,,Unincorporated Areas,36.09373,-115.22141,Entire home/apt,270,4,1,2021-04-05,1,2,70
46534799,SI25 Strip View | Spa | Open Balcony | Kitchen,18273973,Alex,,Unincorporated Areas,36.11363,-115.19836,Entire home/apt,129,2,6,2021-04-05,1.46,228,94
46534868,★3Bdr+2Bath★Spacious★SANITIZED★ 3mil to Strip & DT,173204921,Sergey,,City of Las Vegas,36.15387,-115.20997,Entire home/apt,180,2,5,2021-04-02,1.29,1,0
46535022,C7M2 MGM Signature Suite Strip View w/ Balcony,18273973,Alex,,Unincorporated Areas,36.10484,-115.16787,Entire home/apt,122,2,34,2021-04-11,7.29,228,74
46535403,C28M3 MGM Signature Suite Strip View w/ Balcony,18273973,Alex,,Unincorporated Areas,36.10708,-115.16785,Entire home/apt,128,2,13,2021-03-28,3.02,228,67
46535608,I38RQ3 2BD/3BA PH Floor | StripView | Balcony,18273973,Alex,,Unincorporated Areas,36.10639,-115.16657,Entire home/apt,300,2,29,2021-04-13,6.35,228,79
46535712,G36TS2 2BD JR Suite | StripView/Balcony | Sleeps 8,18273973,Alex,,Unincorporated Areas,36.10485,-115.16581,Entire home/apt,233,2,10,2021-04-14,2.04,228,82
46535818,E21A1  Signature at MGM 1BD MtnView w/ Balcony,18273973,Alex,,Unincorporated Areas,36.10573,-115.16721,Entire home/apt,143,2,7,2021-03-27,1.46,228,55
46536004,F33Q2 Signature at MGM 1BD Strip View w/ Balcony,18273973,Alex,,Unincorporated Areas,36.10567,-115.16595,Entire home/apt,132,2,14,2021-03-29,3.04,228,71
46536314,F35Q2 1BD/2BA | PH Floor | Strip View w/ Balcony,18273973,Alex,,Unincorporated Areas,36.10482,-115.16783,Entire home/apt,132,2,13,2021-04-11,2.71,228,72
46536764,Z44a One Bedroom 2BA | MGM Monthly.,18273973,Alex,,Unincorporated Areas,36.10643,-115.16733,Entire home/apt,115,28,3,2021-03-31,0.91,228,62
46540768,MGM Signature Suite STRIP VIEW ★ No Resort Fee !,6266073,Louis & Marie,,Unincorporated Areas,36.10705,-115.16607,Entire home/apt,112,3,18,2021-04-20,4.03,18,314
46544958,"Chic, Fresh, and 4 BR – 15 min to Vegas Strip, Nellis, Airport, Speedway / Sleeps 8",16213155,Alice,,City of North Las Vegas,36.26079,-115.1311,Entire home/apt,149,1,4,2021-03-10,0.83,2,330
46547707,"Wyndham Grand Desert 2 BR Suite, FRIDAY Check-In",3696404,Mike,,Unincorporated Areas,36.10647,-115.16096,Entire home/apt,145,7,3,2021-03-19,0.87,14,0
46549836,Relaxing quiet condo  2 bedroom/2bath near Redrock,339896973,Diana,,City of Las Vegas,36.15686,-115.23942,Entire home/apt,60,28,1,2020-12-30,0.27,1,0
46550469,Wendys home,376325144,Barbara,,City of North Las Vegas,36.20607,-115.14274,Entire home/apt,80,1,0,,,3,348
46551917,Wendys home,376325144,Barbara,,City of North Las Vegas,36.20728,-115.14325,Entire home/apt,76,1,11,2021-04-11,2.17,3,348
46556930,Condo-Luxury Studio Suite w/bathtub,370075685,Brenden,,Unincorporated Areas,36.11365,-115.19936,Entire home/apt,86,1,5,2021-04-04,1.03,4,1
46560059,Landing | Modern Apartment with Amazing Amenities (ID3724),263502162,Landing,,Unincorporated Areas,35.99533,-115.183,Entire home/apt,142,30,0,,,7,0
46560067,Landing | Modern Apartment with Amazing Amenities (ID3744),263502162,Landing,,City of Las Vegas,36.20711,-115.24203,Entire home/apt,37,30,1,2021-02-20,0.49,7,0
46562548,"Elegant 2BR/2BA, near Strip, Parking, Gym/Spa/Pool",166077839,Xu,,Unincorporated Areas,36.11418,-115.18677,Entire home/apt,82,1,32,2021-04-18,6.53,10,40
46563539,"Close To Fremont, Modern Home",228248075,Kianna,,City of Las Vegas,36.15227,-115.1136,Private room,30,2,8,2021-02-18,1.68,1,0
46564273,"2rm, 2shwr, 5 min airport, 10 min Strip/Convention",376530866,Gigi,,Unincorporated Areas,36.08665,-115.10107,Entire home/apt,93,1,0,,,2,1
46565012,"3rm, 2shwr, 5 min airport, 10 min Strip/Convention",376530866,Gigi,,Unincorporated Areas,36.08763,-115.09983,Entire home/apt,120,1,1,2020-12-27,0.26,2,343
46567223,Desert Rose Las Vegas 1 Bedroom Sleeps 4,372469629,Wendell,,Unincorporated Areas,36.09761,-115.16711,Entire home/apt,139,3,0,,,3,82
46569055,"Glamorous 5 BDR, w/Heated Pool, BBQ & Games ★★★★★",364283944,Valentino,,Unincorporated Areas,36.04507,-115.12108,Entire home/apt,1657,2,2,2021-03-07,0.50,3,102
46570651,Midcentury Haven 2 BR/2Bath. POOL VIEW!,376573525,Sean,,Unincorporated Areas,36.11244,-115.26693,Entire home/apt,140,3,2,2021-03-14,1.28,1,298
46570859,1 Bedroom Sleeps 4 Margaritaville Vacation Club,372469629,Wendell,,Unincorporated Areas,36.12255,-115.18423,Entire home/apt,225,3,0,,,3,81
46570938,2 Bedroom Deluxe Margaritaville Vacation Club,372469629,Wendell,,Unincorporated Areas,36.12307,-115.18407,Entire home/apt,325,3,0,,,3,85
46571244,Deysi House 1,268700844,Deysi,,Unincorporated Areas,36.1396,-115.08818,Entire home/apt,51,7,2,2021-03-30,1.11,2,335
46582986,"Spacious,convenient 1 Bedroom Near The LV strip.",225467353,River,,City of Las Vegas,36.13712,-115.28302,Private room,39,1,0,,,1,0
46584094,3BD•CONDO•Safe•Sanitized•SALE•EDC•BESTHOST•STRIP❤️,133778912,,,City of Las Vegas,36.15018,-115.15103,Entire home/apt,125,2,1,2021-04-18,1,18,106
46584660,Spacious condo in gated community,376661413,RainK,,Unincorporated Areas,36.10483,-115.0491,Entire home/apt,75,1,10,2021-04-18,2.46,1,194
46586957,Cozy 1 bed room apartment,367668812,Antonio,,Unincorporated Areas,36.01493,-115.18009,Entire home/apt,75,2,0,,,1,130
